ASIN,Title,Price,Rating,Reviews_Count,Sales_Volume,Price_Strikethrough,Is_Sponsored,Is_Amazons_Choice,Best_Seller,URL,Page,Position,Type
B0DBHDRFZ8,"boAt Rockerz 150 Pro Bluetooth Neckband Earphones w/ 150hrs Playback, Dual EQ Modes, Crystal Bionic Sound by HiFi DSP 5, AI-ENx™ Technology, Dual Pairing,Beast™ Mode,ASAP™ Charge(Black)",1399,3.5,1462,"5K+ bought in past month",3990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Rockerz-150-Bluetooth-Technology/dp/B0DBHDRFZ8/ref=sr_1_8?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-8,1,8,organic
B09N3ZNHTY,"boAt Airdopes 141 / Airdopes 148, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Bold Black)",1099,3.8,167067,"5K+ bought in past month",4490,FALSE,FALSE,FALSE,https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_9?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-9,1,9,organic
B0CZ426LLT,"boAt Airdopes 311 Pro, 50H Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, BT v5.3, Wireless TWS in Ear Earbuds with mic (Lavender Rush)",999,3.8,1167,"5K+ bought in past month",4990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-311-Pro-Transparent/dp/B0CZ426LLT/ref=sr_1_10?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-10,1,10,organic
B0BZ4DJ7GZ,"boAt Aavante Bar 610, 25W Signature Sound, 2.0 CH with Dual Passive Radiators, 7 HRS Battery, Sleek Design, Multi Connectivity, Bluetooth Sound Bar, Soundbar Speaker (Charcoal Black)",1998,3.9,20639,"2K+ bought in past month",5990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Aavante-Bar-610-Connectivity/dp/B0BZ4DJ7GZ/ref=sr_1_11?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-11,1,11,organic
B07PR1CL3S,"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, On Ear Bluetooth Headphones, Wireless Headphone with Mic (Luscious Black)",1699,4,116487,"4K+ bought in past month",3990,FALSE,FALSE,FALSE,https://www.amazon.in/Rockerz-450-Wireless-Bluetooth-Headphone/dp/B07PR1CL3S/ref=sr_1_12?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-12,1,12,organic
B0BW8TXJJ2,"boAt Nirvana Ion, 120HRS Battery, Crystal Bionic Sound w/Dual EQ Modes, 4Mics ENx, App Support, Low Latency, IPX4, v.5.2 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Charcoal Black)",1799,3.9,16491,"3K+ bought in past month",7990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Nirvana-Technology-Detection-Bluetooth/dp/B0BW8TXJJ2/ref=sr_1_13?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-13,1,13,organic
B0C7QS9M38,"boAt Airdopes 141 ANC(~32dB), 50ms Low Latency, 4Mics ENx,42Hrs Battery, Fast Charge,IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Gunmetal Black)",1499,3.8,167067,"5K+ bought in past month",5990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Launched-Airdopes-141-ANC/dp/B0C7QS9M38/ref=sr_1_14?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-14,1,14,organic
B0DV5HX4JZ,"boAt New Launch Rockerz 650 Pro, Touch/Swipe Controls, Dolby Audio, 80Hrs Battery, 2Mics ENx, Fast Charge, App Support, Dual Pair, Bluetooth Headphones, Wireless Headphone with Mic (Starry Night)",2999,4.3,134,"500+ bought in past month",8990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Rockerz-650-Pro-Headphones/dp/B0DV5HX4JZ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-15,1,15,organic
B0D1V9Q6XQ,"boAt Airdopes 800, Dolby Audio, Adaptive EQ by Mimi, 4Mics AI ENx, App Support, Fast Charge, Low Latency, IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Interstellar Black)",1899,3.9,3474,"2K+ bought in past month",6490,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-800-Detection-Interstellar/dp/B0D1V9Q6XQ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.0dkEhFqNwG8l_6bTUflV0-0OIlCMPv4AHgGkxEK7sAKPeJMlBGy74o7qSSswNYf0cKtEagwaKyC8Fw3N0-FxmcImlY3ssSdfrY3-FgzgPmkGwtfojrC7fb1TqDJtGbcnuIhPiZMaibuSzqxe71jsfAMab95tAo1hwN9Xqj5syGOR31fGXL6x80tTiflAB4sxyEuXyrgIMI8xmXIF4VSt3aexYASuw9jUDQQIsOKNVAU.baLcbHDmvGnbGQ0z6TnSZYjMjzjOUBh7oGyCEG2vLlM&dib_tag=se&keywords=Boat&qid=1744974300&sr=8-16,1,16,organic
B0DDNL7Y8H,"Boat",0,0,2024,,0,FALSE,FALSE,FALSE,https://app.primevideo.com/detail?gti=amzn1.dv.gti.c273027d-9175-410d-bb97-addaddc3eae9&ref_=dvm_src_ret_in_xx_s&page-type-id=B0DDNL7Y8H&ref=sr_1_17&keywords=Boat&dib_tag=se&dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&qid=1744974303&sr=8-17,2,1,organic
B0CDPLQ8JY,"boAt Immortal 181, 40HRS Battery, 4Mics ENx, 40ms Low Latency, RGB Led Lights, Fast Charge, IWP Tech, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic, Gaming Earbuds (Black Sabre)",1299,3.6,401,"500+ bought in past month",3499,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Immortal-181-Earbuds-Playtime/dp/B0CDPLQ8JY/ref=sr_1_18?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-18,2,2,organic
B0DGTT1NGW,"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Obsidian Black)",1299,3.8,167067,"1K+ bought in past month",4990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-141-Bluetooth-Earphones/dp/B0DGTT1NGW/ref=sr_1_19?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-19,2,3,organic
B0CZ3ZFC5Z,"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS in ear earbuds Wireless Earphones with mic (Space Grey)",999,3.6,1326,"5K+ bought in past month",4990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-311-Pro-Transparent/dp/B0CZ3ZFC5Z/ref=sr_1_20?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-20,2,4,organic
B08R7M1JM5,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)",1799,4,41695,"1K+ bought in past month",4999,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Rockerz-550-Headphone-Aesthetics/dp/B08R7M1JM5/ref=sr_1_21?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-21,2,5,organic
B0CNRFYLV8,"boAt Airdopes 163 in Ear Earbuds with 40 HRS Battery, Fast Charge, 13mm Drivers, IPX5, Quick Touch Response Control (Active Black)",1099,3.8,364,"5K+ bought in past month",2490,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-163-Earbuds-Active/dp/B0CNRFYLV8/ref=sr_1_22?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-22,2,6,organic
B0D5H3HXCD,"boAt BassHeads 122 ANC Wired in-Ear Earphones with 25dB Active Noise Cancellation, 13mm Drivers, Ambient Mode, Type-C Jack, in-Line Microphone, Snug Fit & Multi-OS Compatibility(Black)",999,3.2,573,"1K+ bought in past month",2999,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-122-ANC-Cancellation-Compatibility/dp/B0D5H3HXCD/ref=sr_1_23?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-23,2,7,organic
B0D49ZS9MT,"boAt Airdopes 121 Pro Plus, 100HRS Battery, 4Mics ENx, 50ms Low Latency, Fast Charge, LED Display, IPX5, v5.3 Bluetooth in Ear Earbuds, TWS Ear Buds Wireless Earphones with mic (Black)",1399,3.7,2383,"500+ bought in past month",4990,FALSE,FALSE,FALSE,https://www.amazon.in/boAt-Airdopes-121-Pro-Plus/dp/B0D49ZS9MT/ref=sr_1_24?dib=eyJ2IjoiMSJ9.jys9QmO7QcEYC0IlZk2S1vYENSudvaJ2P89gFXzXN_uLI-GCXw1m6uWcVnkbXz0xlGZUgSuXtj5x6GHo12vZviDNpu8DSQ8ZTSGbx4DU_9pcAWD9tZVKB6Md6DkvQJBZfoO7yxlztW-0HW7DCzVLMHDG4hi9BsiBkk-K2AYVcydZvdwEtOkSjsT38hipGH94zsRnXJ7TRp6EGPqjq3UZR6JWmlGI2OtYgjwpIPz0OmQ.J6CehAHV6qzoysAOB3XEWTQci2I3LzzxDV1X7r8Of3g&dib_tag=se&keywords=Boat&qid=1744974303&sr=8-24,2,8,organic
